,corpus,topicID,technique,Input.topn,Input.doc1,Input.doc2,Input.doc3,Input.doc4,Input.doc5,biased,coherence,consensus,contentious,expected,insightful,meaningful,offensive,preferable,sensible,specificity,uncanny,unpredictable,confusing,bestlabel,familiarity,suitable,objectionable,consensus_factor,NPMI_3,NPMI_6,NPMI
10,ap,54,TopN,"texas, ohio, southern, northern, fair, degrees"," In Des Moines, Iowa, where rainfall was 7{ inches below normal for the year, showers on Friday only brought . 01 inches to the area.  Showers and thunderstorms developed in parched areas of the Southeast, from western North Carolina into south central Alabama, north central and northeast Texas and the central and southern Gulf Coast.  Showers and thunderstorms were scattered in parts of eastern and southern Nevada, southwest Utah, northern Arizona, northwest New Mexico and central Colorado.  Temperatures Friday afternoon were in the 80s or 90s across much of the nation."," Marie, Mich. , to 108 degrees at Palm Springs, Calif.  The nation's morning low was 18 degrees at Gunnison, Colo.  Friday's forecast called for rain and occasional thundershowers in northern New England, the lower Great Lakes and the upper Ohio Valley and across much of Florida, and showers from the northern Pacific Coast across the northern Plateau.  High temperatures were expected to reach the 50s and 60s over northern Maine, the Great Lakes, the upper Mississippi Valley and along the northern and central Pacific Coast; the 90s to about 110 degrees from the desert Southwest through inland portions of southern California, and the 70s and 80s elsewhere."," Rain was expected from Kentucky and Tennessee into Kansas, Oklahoma and northern Texas.  Snow was forecast for the central Rockies and the central high Plains, eastern Colorado and western Nebraska.  Fair skies should prevail over the rest of the nation.  High temperatures should be below 50 degrees from much of the Rockies to the upper Great Lakes, including highs only in the 30s and upper 20s from northern Arizona across much of Colorado and Wyoming to western South Dakota.  Highs should reach in the 60s and 70s from the southern and central Pacific Coast through southern Arizona and the southern high Plains to the southern and mid-Atlantic Coast, and in the 50s in most of the rest of the nation."," Blustery northwesterly wind carried cold air into Oklahoma and Texas during the afternoon.  Temperatures in the 70s extended as far north as the Carolinas and southern sections of the Ohio Valley.  But clouds and northwesterly wind kept afternoon temperatures in the 30s and 40s across the northern half of the Mississippi Valley, and afternoon readings were mostly in the 40s from the Dakotas to the northern and central high Plains.  Temperatures were in the 40s and 50s across much of the West, and in the 80s in the desert Southwest.  Overnight temperatures dipped into the teens and 20s in the Great Basin that includes Nevada and western Utah, and in the Rockies.",High pressure Thursday over the mid-Atlantic states produced warm winds from Texas to the plains and the Mississippi Valley to the Great Lakes region.  Afternoon temperatures in the Midwest and East were in the 60s and 70s.  A low pressure system that could grow into a winter storm developed in the Southwest and the West's central mountain ranges.  A cold front moved southeast across Utah.  About six inches of new snow was expected in the state's northern and southern mountains by Friday.,49.8,56.2,72.8,67.8,51.8,47.6,61.4,34.4,43.6,52.2,63.6,53.0,65.8,57.6,,38.0,230.50876094405257,176.6756085502194,36.15122092303002,0.12661348417744991,0.050965629104668606,0.08878955664105925
11,ap,56,TopN,"hospital, medical, health, doctors, patients, surgery"," Loma Linda Medical Center said Friday has accepted a fourth baby born with most of his brain missing and will keep it alive for up to a week in hopes that its organs can be used for transplant.  The boy, identified only as Baby D, was born at an unidentified Southern California hospital Thursday and transferred to Loma Linda University Medical Center, said Anita Rockwell, a spokeswoman for the center.  Baby D suffers from anencephaly, in which most of the brain is missing.  The condition almost always leads to death within days or weeks.  ``His parents want to donate their baby's organs when brain death occurs,'' Rockwell said."," ``He bronchs them once, he bronchs them twice, he bronchs them once again,'' the doctors crooned.  Dr.  Henry Jones mentioned the popularity of this procedure and the song when he gave a deposition in a lawsuit against the hospital and its owners, Hospital Corporation of America.  Other doctors also worried about the apparent zeal with which this and other tests and procedures were done at the hospital.  Dr."," James R.  Thompson stepped in and reversed a decision denying funds for the operation.  ``Getting the money was the hard part,'' Mitchell said as he entered the hospital March 23.  ``I'm a survivor.  I've walked in here and I'm going to walk out again, well."," Hospital officials have accused physicians Lawrence Lavine and Antonio Aldrete of secretly giving injections of the drug Dilantin to as many as 240 women _ nearly all of them pregnant _ as part of an improper experiment.  But in a lawsuit Tuesday, Lavine accused Dr.  Agnes Lattimer, medical director of Cook County Hospital, of slander for calling the Dilantin injections a violation of hospital policy and for labeling them unethical.  ``They (Lavine and Aldrete) did what doctors do all the time ..  ."," Doctors at a London hospital said Tuesday night they had conducted what they believe are the world's first successful heart operations on a baby still in the womb.  Lindsey Allan, the doctor in charge of the fetal cardiology unit at Guys Hospital, said the team there had corrected a heart valve defect in an unborn boy using a balloon catheter guided into place by ultrasonic sound.  ``As far as I know this is the first successful operation of its kind,'' she said.  She said two operations were carried out on the fetus during the mother's pregnancy, one at 31 weeks and the second at 33 weeks.  Ms.",6.0,84.5,66.25,27.25,83.5,68.25,85.75,22.5,84.0,68.75,45.5,15.25,20.5,21.5,,28.5,334.283748212134,75.09716115951834,32.89860420536728,0.29962650528228063,0.2781036618515969,0.28886508356693874
12,ap,57,TopN,"police, killed, man, authorities, shot, city"," The shots apparently were fired into the air, and no one was hit, police said.  Police said they fired no shots.  State and county police and prison officers were sent to help city police control the crowd.  Police used dogs to help clear the streets.  The disturbance stemmed from the death of Crawford and the wounding of his cousin Michael Cain, 17."," Nine other people were wounded in the shooting Sunday night, one of the worst outbreaks of street violence by youth gangs.  Police had made no arrests by early today.  In downtown Los Angeles, a 15-year-old identified by police as a gang member was shot twice Monday night by by gang members driving by, said police Officer J. R.  Smith.","m. , three hours after the disturbance by at least 100 people began in a four-block section of the neighborhood.  State and county police and state prison officers were dispatched to help city police control the crowd, Elkins said.  ``I know there were problems up there last night,'' said LaPorte County sheriff's Sgt.  Mark Ludlow."," Demolitions experts disarmed three powerful homemade bombs at a New Jersey Turnpike rest area and arrested a man for possession of explosives, police said.  Lt.  Barry Roberson, a state police spokesman, said the bombs and some leftover explosive materials were discovered in the car of a man attempting to flee a trooper Tuesday morning.  Trooper Robert Cieplinsky told his superiors he had noticed the man acting suspiciously near a parked car at turnpike rest area less than 10 miles west of New York City, Roberson said.  Cieplinsky stopped the car and noticed a black gym bag filled with gunpowder canisters and small pellets, which Roberson described as objects used to make homemade bombs."," Gang members returning from a friend's funeral allegedly used two rented limousines in a drive-by shooting that wounded one man, police said.  The unidentified man was treated for a gunshot wound to the foot at Brotman Medical Center in Culver City after the 2:30 p. m.  Thursday shooting, Sgt.  Bob James said.",40.2,66.6,81.2,50.4,78.8,76.8,77.6,36.8,83.8,76.4,69.2,41.2,25.8,24.4,,38.6,322.301467166979,157.0350310088782,40.322515644918084,0.13756796330754198,0.08634188494466415,0.11195492412610306
13,ap,60,TopN,"space, shuttle, nasa, launch, mission, earth"," With Magellan safely in orbit around Venus today, exuberant NASA engineers started preparing the spacecraft for a mapping mission meant to reveal what forces shaped the landscape of the hellishly hot planet.  ``We think we'll see lots of rocky surfaces, hills and dales and volcanoes,'' said Bill Johnson, chief engineer for Magellan's radar imaging system.  Geologists hope the $744 million exploration will reveal ``the way the planet works internally, the way mountains are built and the way volcanoes work,'' said Steve Saunders, chief Magellan scientist at NASA's Jet Propulsion Laboratory.  The mapping is set to start next month.  On Friday, Magellan plunged over the north pole of Venus, fired its braking rocket and dropped into an elliptical orbit that ranges from about 171 miles to 5,054 miles above the planet's surface."," The National Aeronautics and Space Administration doesn't yet have specific plans to put rovers on Mars, Bedard said.  The Soviets are considering using rovers and terrain-hopping balloons during a 1994 mission to Mars.  During the past week, 30-foot-tall balloons that would repeatedly rise and settle on Mars' surface were tested in California's desert by engineers from France, the Soviet Union and the Planetary Society, a group that advocates space exploration.  Balloons have the advantage of not needing to navigate rough terrain, rising during the heat of day and settling to the Martian surface at night to take measurements.  Bedard said rovers can be directed to explore areas of scientific interest, rather than taking a route that depends on prevailing winds.","'' Project officials believe the spacecraft detected an unknown onboard problem and entered a protective ``safing mode'' in which it orients itself toward the sun so its solar array will continue to receive power and find a guide star, said Doyle.  From that position, it was programmed to automatically start a routine of locating the sun, then searching for Earth, Wall said.  The problem with Magellan comes in the wake of NASA's troubles with the flawed Hubble Space Telescope and with hydrogen fuel leaks that temporarily grounded the space shuttle fleet.  Magellan's formal mission to map the surface of Venus is supposed to start Aug.  29."," When the Galileo probe and orbiter reach Jupiter, the probe will parachute into the atmosphere and make measurements until intense heat and pressure vaporize it.  The orbiter will photograph and study Jupiter and its major moons until late 1997, circling the planet instead of flying past it like the Pioneer and Voyager spacecraft.  The National Aeronautics and Space Administration originally planned to send Galileo on a two-year trip to Jupiter by launching it with a Centaur rocket after it was released from a shuttle.  But the 1986 explosion that destroyed Challenger and killed seven crew members raised safety concerns.  NASA decided against using the volatile, liquid-fueled Centaur."," A set of valleys said to resemble the animated character Gumby and a meteorite impact crater unlike any other seen in the solar system are visible in the Magellan spacecraft's newest pictures of Venus.  The computer-assembled pictures, released by NASA Monday, were made from data Magellan collected Saturday as it started its 243-day mission to peer through the planet's thick clouds and map its rugged landscape.  ``It's just excitement time.  The scientists are in there like bees to honey,'' said Ed Sherry, a Magellan technical assistant at NASA's Jet Propulsion Laboratory.  One picture shows a 40-mile-long set of valleys or troughs.",17.2,86.0,74.2,30.2,82.0,75.0,76.2,10.8,69.0,77.6,55.4,18.6,14.6,12.0,,39.0,339.185196773346,84.49172998381425,36.84643671001136,0.43283489071918096,0.27478829935248,0.3538115950358305
14,ap,62,TopN,"billion, budget, bush, deficit, congress, spending"," Budget negotiators should limit next year's deficit cuts to $50 billion to $60 billion, far less than the law requires, say top fiscal experts for Congress and the Bush administration.  The advice, if followed, would make it easier _ and less politically painful _ for participants in the budget summit to reach a deficit-reduction deal for 1991.  White House officials and congressional leaders met in the Capitol Thursday for their second round of talks on the $1. 2 trillion budget for fiscal 1991, which begins Oct.  1."," Officials said the main factors boosting the deficit estimate were the drought, which slowed economic growth this year, and higher-than-expected interest rates, which raised the cost of financing the $2. 6 trillion national debt.  The Gramm-Rudman balanced budget law's deficit target for 1990 is $100 billion, which means that $32 billion in budget cuts will be needed to close the gap between revenues and spending.  Achieving such sizable cuts in the face of congressional opposition to further reductions in domestic programs will present Bush with major political problems.  During the campaign, Bush sidestepped specifics on how he would deal with the budget deficit by touting a plan for a ``flexible freeze."," He repeated his opposition to development of a new short-range nuclear missile in Europe and questioned buying a new Trident submarine each year and Trident D-5 missiles with nuclear warheads in short supply.  Nunn reserved comment on the B-2 stealth bomber until after Defense Secretary Dick Cheney briefs members of Congress on the Pentagon's review of major aircraft programs.  However, Nunn said the B-2 program of 132 planes at a cost of $72 billion ``must be made more affordable. '' Nunn called for slashing Bush's defense budget authority to $289 billion to $291 billion, about $18 billion less than the president has proposed for fiscal 1991.  Because budget authority represents the amount that can be spent over several years _ such as in a long-term contract to purchase warships _ the cut would force reductions in future Pentagon spending plans."," ``I wouldn't hazard a guess,'' said one, Senate Budget Committee Chairman James Sasser, D-Tenn.  ``These things can go on for so long, and then suddenly as if by magic you seem to reach a critical mass and then there's an agreement. '' After five weeks and eight private sessions, the Democratic and Republican sides agree that somewhere between $45 billion and $60 billion in new taxes and spending cuts are needed for fiscal 1991, which starts Oct.  1.  Unless some deal is worked out by that date, the Gramm-Rudman deficit-reduction law will force tens of billions of dollars worth of spending cuts, an amount both parties say is intolerable."," Bargainers concede that with fuel prices rising, raising taxes on gasoline or other sources of energy becomes less palatable.  ``I think it probably will kill any effort to have a broad-based energy tax,'' Gramm said.  Congressional leaders and Bush administration officials have struggled inconclusively since May to forge a package of tax increases and spending cuts totaling $50 billion for next year and $500 billion over five years.  The summit talks are on hold for Congress' August recess.  Iraq's takeover of Kuwait _ and resulting military and economic moves by the United States and its allies _ means the American economy could be weaker when the bargainers reconvene in September.",29.0,65.6,65.0,47.2,70.6,68.8,69.2,17.4,52.8,53.6,49.8,33.6,36.6,31.2,,23.8,279.8469200112366,114.72392553610871,32.27787582413394,0.14532171172976074,0.17469166588818727,0.160006688808974
15,ap,66,TopN,"hours, house, side, minutes, street, morning"," Both workers were heading to the 18th floor to Montgomery Securities, where they worked.  Olaye, standing on the elevator's threshhold, was pinned between the elevator and the roof of the basement floor, Ackerson said.  Fire Department personnel arrived and pried the door open, but Olaye, who lived in nearby Oakland, was pronounced dead at the scene by paramedics.  An investigation was being conducted by federal and state worker safety officials and the Otis Elevator Co. , the manufacturer."," Long, a sculptor and curator of the Pompeo Coppini-Waldine Tauch Studios, where the Cenotaph was made, discovered the damage Feb.  12, while walking by the Alamo on his way to eat lunch at a nearby restaurant.  ``I saw his nose was missing as I walked by, and I looked around and found pieces of it on the ground,'' Long said.  Long informed officials of the San Antonio Parks and Recreation Department and current Alamo Curator Steve Beck, but the damage did not become public knowledge until Monday.  ``The tip of the nose is in good shape."," Position yourself so you'll be away from the direction of the log roll.  Hold the saw on the right side of your body (outside the line of sight across the chain) to minimize chances of injury from an unexpected broken chain or kickback.  Examine the log for internal stress _ a bowed appearance is an indication _ and avoid cutting the log on the wrong side, which can result in kickback.  _ To avoid kickback while limbing, make sure the log is in a secure position and work on the safest side _ usually uphill and away from the fall of cut limbs.  To avoid kickback, make sure the guidebar's tip doesn't come in contact with another branch, the side of a tree, or another object."," At least one of the attackers pulled out a knife and brandished it, they said.  ``He was kind of crazy-eyed,'' said Paul Wadden, a visiting American teacher who was reading in the library at the time.  The attackers smashed three windows overlooking the main street outside and two of them stood shouting slogans out into the street and brandishing bombs and cigaretee lighters.  Riot police stood on the sidewalk below with shields covering their heads and shattered glass covered the street.  The students tossed at least one bomb into the street where it exploded harmlessly, eyewitnesses said."," The vote was 23 in favor of the override _ three short of the two-thirds majority needed _ and 16 against.  Before senators cast their ballots, the parking lot at the skyscraper Capitol was jammed with about 1,500 people as temperatures inched into the 90s.  State troopers limited access to the building, allowing almost 200 spectators in the Senate chamber, with another 500 in the rotunda separating the House and Senate chambers.  Several hundred more gathered on the Capitol steps or under shade trees on the grounds.  Most of the crowd was in favor of the strict anti-abortion bill, which would send abortionists to jail for up to 10 years.",37.0,44.8,74.6,55.0,52.4,41.2,53.8,39.6,53.0,55.2,52.4,39.4,64.0,55.0,,19.4,212.70209851697254,147.89286727707682,37.045069792006025,-0.01405739889614433,0.06378111600703619,0.02486185855544593
16,ap,67,TopN,"lebanon, hostages, beirut, hezbollah, syrian, hijackers"," Families streamed out of the ramshackle 16 square miles of south Beirut, carrying mattresses, bundles of clothing and other possessions.  About 250,000 Shiites lived in the slums before the battle began last Friday, but police said 60 percent had fled by Tuesday.  The 18 foreign hostages in Lebanon, including nine Americans, are also thought to be held captive in the slums.  Police reported five people wounded by sniper fire.  Gone at least temporarily were the tank, mortar and rocket duels between the Shiite militias Amal and Hezbollah that killed at least 154 people and wounded 372 in the previous four days."," Sources at the Syrian command said the troops started moving at midday.  One source, speaking on condition of anonymity, said the plan does not cover Hezbollah's main barracks in Hay Madi, where most of the foreign hostages are believed held by Shiite extremists under Hezbollah's wing.  The source said the barracks is considered part of the demarcation line with Christian east Beirut _ the only area of south Beirut where Syria will allow either militia to maintain gunmen.  A Lebanese security source, speaking privately, said the Syrian deployment in Hay Madi will ``tighten the grip on Hezbollah.  It means the kidnappers will not be able to move the hostages from one place to another."," Hamadi has confessed to the hijacking but denies killing Stethem.  Conwell, a 43-year-old Houston executive, said the last 39 American hostages aboard the seized TWA jetliner were taken off the plane while Hamadi and his accomplice were sleeping.  He said four American servicemen earlier had been removed from the plane by Hezbollah, a radical Shiite Moslem group backed by Iran, while the remaining Americans were in the custody of Amal, a more moderate Shiite militia.  As delicate negotiations for the hostages' release ran into snags, Amal officials told Conwell ``the original hijackers were getting very upset over the lack of progress in negotiations,'' he testified.  ``I was told the intention was to return all the hostages to the plane and blow it up,'' Conwell said."," Saad renewed his appeal for the release of the two Red Cross workers, saying failure to free them ``will be considered a hostile act against us. '' Libyan leader Moammar Gadhafi, as well as Palestinian and Lebanese groups, have appealed for the pair's release.  In addition to the two Swiss, the Western hostages believed to be held mainly by pro-Iranian factions in Lebanon are seven Americans, four Britons, two West Germans, an Irishman and an Italian.  American journalist Terry Anderson, 43, chief Middle East correspondent for The Associated Press, is the longest-held foreign captive in Lebanon.  He was kidnapped March 16, 1985."," The dead include 97 soldiers killed since the confrontation broke out Jan.  30.  The fighting began when Geagea refused Aoun's demand that he disband the Lebanese Forces, the largest Christian militia in Lebanon.  Geagea's 6,000-strong militia has deployed about one-third of its fighters in east Beirut, the military source said.  They are to defend its urban strongholds and deny Aoun access to the port through the streets of the Ashrafiyeh district.",58.4,75.4,70.4,66.8,79.0,70.6,75.8,47.6,71.0,78.2,69.6,47.6,51.8,45.8,,25.2,324.6349563328456,193.0094657820468,34.95942243106198,0.3195276352715382,0.2813625402709523,0.30044508777124523
17,ap,73,TopN,"water, state, species, turkey, fish, river"," Martin, a student at Fort Valley State College, Fort Valley, Ga. , worked as an intern for the department's Economic Research Service the last two summers.  Although there are no figures documenting bird predation by fish species and location, she said losses to birds have been reported on baitfish, catfish, shellfish, tropical fish and trout, and are greatest in the largest aquaculture states: Mississippi, Alabama, Arkansas, California and Georgia.  ``Baitfish, particularly minnows, are lost to blackbirds in the winter, cormorants in the fall and winter, and herons in the summer,'' Martin said.  ``In the Northeast, herons prey on baitfish in the fall, while trout are harassed by grackles, kingfishers, herons, ospreys and occasionally owls during the spring, late summer and early fall."," Wood storks have come home to roost in southern Florida, but but naturalists are worried that the endangered birds won't have a chance to rear their young before the rainy season.  Summer deluges at the storks' two major ancestral breeding grounds would drench nestlings and disperse the fish the birds rely on for food, they explained.  Last week, 620 pairs of wood storks were nesting at Corkscrew Swamp Sanctuary, a National Audubon Society refuge about 20 miles north of Naples that was once the primary stork-nesting area in North America.  Another 75 pairs have taken up residence at Everglades National Park's Cuthbert Island.  The two sites were believed to have been all but abandoned by North America's sole species of stork, a giant white bird with an iron-black head."," It's an invasion scientists say could affect farming, fishing and daily life along virtually every body of fresh water in North America in the next few years.  The mussels are mostly about a half-inch long, although they can reach 2 inches during their five-year lifespans.  They eat by filtering microscopic food particles from the water, and love intake pipes of water and power plants because the current brings them a steady supply of fresh food.  A mussel can filter more than a gallon of water an hour, said R.  Warren Flint, a scientist with the Great Lakes Program at the State University of New York-Buffalo."," A petition is being prepared to ask the U. S.  Fish and Wildlife to declare the butterfly a threatened species under the federal Endangered Species Act.  Hammond said the butterfly has a wingspan of only about 1 inch.  The male is a ``brilliant, iridescent blue,'' he said."," Along with Darrell Ubick, an entomologist, Briggs has submitted a proposal to the U. S.  Fish and Wildlife Service asking that the species discovered in 1983 be declared a federally protected creature, which could halt any development of their only known habitat.  San Mateo County purchased the 468-acre site in 1980 from the state and has been attempting to build a golf course there for several years.  ``This little spider is just another ploy to keep from having a golf course,'' said Barbara Kootz of nearby San Carlos, a golfer and leader of pro-development interests in the area.",26.6,69.6,62.2,49.4,66.8,66.6,71.2,18.6,60.2,71.2,31.8,16.4,40.8,21.2,,29.8,295.614353664708,92.60498251452918,30.887444250171264,-0.016674905828197552,0.05680900052569449,0.020067047348748472
18,ap,79,TopN,"bush, dukakis, jackson, campaign, president, presidential"," Former President Carter described Democratic front-runner Michael Dukakis as ``highly competent'' on Tuesday and said Dukakis would fare well against Republican George Bush in the Nov.  8 general election.  ``I know him well.  He and I were governors together,'' said Carter, who was governor of Georgia from 1971 to 1975 and won the presidency in 1976.  Carter said the Massachusetts governor ``is highly competent."," George Bush is a ``toothache of a man'' who doesn't care about the problems of anyone but the rich, Texas Agriculture Commissioner Jim Hightower told delegates to the Democratic National Convention on Tuesday.  ``George has always been in another world,'' Hightower said of the vice president, who has this year's Republican presidential nomination locked up.  ``His is an upper-class world in which wealth is given to you at birth.  He is a man who was born on third base and thinks he hit a triple. '' Hightower's speech during platform debate drew cheers and laughs from the delegates."," Gore, conceding ``things didn't turn out exactly as I planned,'' suspended his campaign but said he would hang on to the delegates he's won so far.  ``I want no part of a stop-Jackson or stop-Dukakis movement.  The only man I want to stop is George Bush and we're going to stop George Bush, Gore said, bringing applause from supporters at a news conference in a Senate office building.  ``Technically, I shall remain a candidate for the nomination but only to enable my delegates to go to the convention so they can represent our point of view in our party's deliberations,'' he said.  Gore, the youngest candidate in the race, joked that in the campaign, ``I was doing great until I turned 40."," Here are the members of the House of Representatives who will be attending the Democratic National Convention in Atlanta, July 18-21, as ``super delegates'' and their public presidential preference.  There are some super delegates who have told The Associated Press privately whom they are supporting."," Simon said no one will have enough delegates to lock up the nomination before the convention, and added, ``We're going to have to work out some kind of a compromise. '' Massachusetts Gov.  Michael Dukakis, who currently holds a slim lead in delegates, said the party should unite behind the front-runner at the end of the primary season, and that encouraging a brokered convention ``would be a very dangerous thing. '' ``I think there is agreement on the part of most Democrats across the country that somebody will come out of this primary process with, if not an absolute majority, a substantial plurality ...  and that people will rally behind that person.",7.0,74.2,86.2,22.2,65.4,52.2,75.8,5.8,63.0,73.2,29.6,11.8,27.8,23.8,,26.2,292.3681248833812,48.10425992051766,42.80542916985146,0.1957983700504731,0.1956416764609014,0.19572002325568724
19,ap,80,TopN,"club, members, sweden, irving, women, prize"," Pronunciations of the names of some leading Yugoslav politicans: Slobodan Milosevic (Sloh-BOH-don Me-LOSH-veech), Serbian president.  Milan Kucan (ME-lahn KOO-chahn), prominent Slovenian Communist leader.  Stefan Korosec (Shte-FAN COUR-oh-shetz), Secretary of Yugoslav Communist Party.  Ivica Racan (EE-vee-tzah RAH'-chahn), Croatian Communist Party leader.  Milan Pancevsky (ME-lahn pahn-CHAF-ski), Federal Communist Party leader."," Zolan Ribli, Hungary, 5. 5 8.  Nigel Short, Britain, 5 9.  Ulf Andersson, Sweden,4 Alexander Beliavski, Sweden, 4 Jonathan Speelman, Britain, 4 Arthur Yoiussoupov, USSR, 4 Johan Hjartson, Iceland, 4 14. Ljubomir Ljubojevic, Yugoslavia, 3."," Female guests of members, as well as wives and widows of members and former members, are allowed to dine in the downstairs dining rooms.  But women are not allowed in the second-floor members dining room, except on Thursday and Friday evenings and weekends.  Members of the club have included Cabinet members, Pulitzer Prize and Nobel Peace Prize winners.  Supreme Court Justice Harry A.  Blackmun was a member for 18 years, but resigned last winter.","'' However, the statement said, ``The vice president is unwilling to leave any impression that he condones any form of discrimination.  He has therefore canceled his round of golf today. '' Quayle is a member of the Burning Tree country club outside Washington, which has an all-male membership.  He was returning to his skiing vacation in Colorado before returning to Washington on Saturday.  Quayle will leave Saturday night for a New Year's visit to the troops in the Persian Gulf."," coins.  Also Philadelphia is the headquarters for the Friday the 13th club, founded 54 years ago by 13 men, limits membership to 13 and only meets on Friday the 13th.  ``We replace members only when someone dies or leaves town,'' member Arthur Klein said of the club, whose theme is to defy all the superstitutions.  This Friday the 13th, the club will gather at 8:13 a. m.",50.6,72.6,49.6,56.0,64.6,67.8,72.8,11.4,77.0,65.4,47.4,51.0,41.0,37.4,,37.6,293.2345513518494,141.6669250636528,24.630502167339117,0.023027734410224546,-0.004252220990700394,0.009387756709762076
20,ap,84,TopN,"jewish, mexico, jews, heart, nazi, mexican"," Binswangen is a small village in southern West Germany.  Police said they removed the swastikas and Nazi slogan in time for a 50th anniversary Kristallnacht ceremony in the synagogue today.  The Binswangen synagogue was one of hundreds of Jewish houses of worship attacked by Nazis on Nov.  9, 1938.  The Moorish-style synagogue was reconstructed after the war."," He spent 87 days on the device.  Carl E.  Bryant, 43, of Louisville, died Wednesday, eight hours after the transplant operation, said doctors at Louisville's Jewish Hospital.  ``We did everything we could for Carl Bryant,'' said Dr.  Laman A."," Vandals painted swastikas and anti-Semitic slurs at a Jewish cemetery in Rhode Island and in the office of a Jewish student organization in New York one day after a ceremony marking the 50th anniversary of Kristallnacht.  ``I can't even find the word for it, it's so hurtful,'' James Oppenheim, president of the Jewish Student Union at the State University of New York at Binghamton, N. Y. , said Thursday.  There was no sign of forced entry at the office and sanctuary in the basement of the student union, Oppenheim said."," Jacob Kolff, who heads Temple University's efforts to develop the temporary ``Philadelphia Heart. '' ``That leaves a bit of a vacuum for those researchers who think there may be a future for an artificial heart,'' said the surgeon, whose father, Dr.  Willem Kolff, developed the first artificial kidney in 1943.  Withdrawal of the permanent Jarvik heart leaves only one other natural-heart replacement with FDA investigational approval, but that device is used only as a temporary bridge and only at Hershey Medical Center of Penn State.  Other companies have approvals for temporary implants and for left ventricular assist pumps that help the natural heart work without replacement."," Israeli Prime Minister Yitzhak Shamir used the anniversary to speak out against arms sales to the Jewish state's Arab enemies.  He told Israel's Parliament that a united Germany should ``learn the lessons of the past'' and not sell weapons to Arab nations.  At a news conference Monday in the heavily guarded West Berlin Jewish Community headquarters, World Jewish Congress leaders warned about present dangers and emphasized the need to recall past tragedies.  ``The Jewish people have something to say to the new Germany that is going to be created in a short time,'' said Congress President Edgar M.  Bronfman.",17.0,31.8,64.2,72.8,24.4,23.0,34.4,21.8,55.8,44.0,36.0,46.4,80.6,74.8,,38.4,135.7000904122784,123.33317451114416,31.880609660144597,0.10512582652749151,0.05511108536061696,0.08011845594405423
21,ap,89,TopN,"west, east, german, israel, germany, israeli"," Hussein and Peres, of the left-leaning Labor Party, agreed last year to hold direct talks in the framework of an international peace conference.  The accord was vetoed by Prime Minister Yitzhak Shamir, head of the right-wing Likud Bloc.  Peres, speaking on Israel radio, said Jordan remained crucial to a resolution of the Palestinian problem because the 850,000 West Bank Palestinians hold Jordanian passports, the West Bank and Jordan have strong trade links, and Israel and Jordan share a long border.  In Gaza City, Shawaa, known for his pro-Jordanian views, said in an interview that the move was ``regrettable because people here need help, and this was an important source of help. '' But Mustafa Natsche, deposed mayor of the West Bank city of Hebron and a PLO supporter, said ``the Amman decision will not affect anybody."," Ms.  Viett's capture and the June 6 apprehension of another suspect, Sussanne Albrecht, represent some of the biggest successes against West German terrorists in years.  The West German newspaper Bild said that officials in East and West were close to arresting terrorist suspect Silke Maier-Witt in East Germany.  ``Every day, we are counting on seeing the news of her arrest,'' Bild quoted one unidentified West German official as saying.  Bild is known to have close ties to government security officials in Bonn."," A 36-year-old East German man fled uninjured over the heavily fortified border to West Germany by climbing fences under cover of darkness, border police said.  The man crossed the frontier late Thursday near the West German community of Philippsthal, 90 miles northeast of Frankfurt, said border police in Kassel.  The escapee was not identified.  At least 17 people have fled over East Germany's border with West Germany and the Communist-constructed Berlin Wall since Jan.  1, according to West German officials."," In Hamburg, the respected newsmagazie Der Spiegel reported West German counterintelligence officials were stepping up surveillance of the far right.  ``Right-wing groups increasingly are striking up contacts in East Germany and getting good feedback there,'' the magazine reported.  West Germany's extreme rightist Republican Party, despite facing mounting troubles at home, claims to have found recruits in East Germany since November's peaceful revolution.  Der Spiegel quoted officials as saying in a report that ``after 40 years of political oppression, it follows as a matter of course that there will be radical to extreme rightist developments. '' Ultrarightists have tried to disrupt the weekly pro-democracy demonstrations in Leipzig several times."," The decision came Monday after a plea from Shamir, who asked the committee in a letter to allocate the funds to the Housing Ministry.  A copy of Shamir's letter was obtained by The Associated Press.  Shamir asked that the money be used to develop settlements and roads beyond the Green Line, which divides Israel from the territories it captured in the 1967 Middle East War.  A Shamir spokesman insisted the money would be used only to improve existing settlements, not build new ones.  Two new settlements established by Shamir's caretaker government have sparked protests from the United States, which says settlements in the occupied areas are an obstacle to peacemaking.",33.4,60.4,55.4,50.0,66.6,62.6,63.6,29.8,52.6,63.2,56.2,39.2,48.0,38.4,,51.4,270.875620173396,136.9187290453414,27.510681856261847,0.18626606095556833,0.12727404731276806,0.1567700541341682
